********************************************************************************************
 OpeNER crosslingual sentiment lexicon : crosslingual scales grouped in aspect groups 
 Owner OpeNER and VU-UniversityAmsterdam (CLTL)
 de(german) nl(dutch) fr(french) it(italian) es(spanish) en(english)
********************************************************************************************


language;entry;sentiment;aspectCategory;clsId
de;sehr schön gelegen;positive;LOCATION;1007
de;sehr schön;positive;LOCATION;1008
en;very nice;strongpositive;LOCATION;1008
es;muy agradable;strongpositive;LOCATION;1008
fr;très agréable;positive;LOCATION;1008
fr;très beau;positive;LOCATION;1008
it;molto bello;positive;LOCATION;1008
de;Straßenbahn;positive;LOCATION;1009
de;Tennisplatz;positive;LOCATION;1010
de;toll Stadthotel;positive;LOCATION;1011
de;unmittelbar in Stadtzentrum gelegen;positive;LOCATION;1012
de;verkehrstechnisch gut gelegen;positive;LOCATION;1013
de;zentral Lage;positive;LOCATION;1014
it;posizione centrale;positive;LOCATION;1014
de;zentral;positive;LOCATION;1015
en;central;positive;LOCATION;1015
en;centrally locate;positive;LOCATION;1015
es;centrico;positive;LOCATION;1015
es;muy céntrico;strongpositive;LOCATION;1015
fr;central;positive;LOCATION;1015
it;centrale;positive;LOCATION;1015
nl;centraal;positive;LOCATION;1015
nl;zeer centraal gelegen;positive;LOCATION;1015
de;zentrumsnah gelegen;positive;LOCATION;1016
de;Zentrumsnahes;positive;LOCATION;1016
de;direkt an schön Sandstrand;strongpositive;LOCATION;1017
de;in Traumlage;strongpositive;LOCATION;1018
de;Super Lage;strongpositive;LOCATION;1019
de;traumhaft gelegen;strongpositive;LOCATION;1020
en;close to metro;positive;LOCATION;1021
en;next to a subway station;positive;LOCATION;1021
en;close to the tube;positive;LOCATION;1021
fr;à côté du métro;positive;LOCATION;1021
fr;proche du métro;positive;LOCATION;1021
en;close to restaurant and bar;positive;LOCATION;1022
en;close to the airport;positive;LOCATION;1023
en;everthing at walking distance;positive;LOCATION;1024
en;located on a good spot;positive;LOCATION;1025
en;in a great spot;strongpositive;LOCATION;1025
en;next to a subway station;positive;LOCATION;1026
en;only 10 minute;positive;LOCATION;1027
en;outside the hotel;positive;LOCATION;1028
es;fuera del hotel;negative;LOCATION;1028
fr;hors de le hotel;negative;LOCATION;1028
nl;buiten het hotel;negative;LOCATION;1028
en;panoramic;positive;LOCATION;1029
fr;panoramique;strongpositive;LOCATION;1029
en;absolutely breathtaking;strongpositive;LOCATION;1030
en;amazing view;strongpositive;LOCATION;1031
it;vista mozzafiato;positive;LOCATION;1031
en;great for walking;strongpositive;LOCATION;1032
en;sensational located;strongpositive;LOCATION;1033
en;perfectly located;strongpositive;LOCATION;1033
en;splendid view;strongpositive;LOCATION;1034
es;10 minutos caminando;positive;LOCATION;1035
es;10min caminando;positive;LOCATION;1035
es;a 10 minutos andando;positive;LOCATION;1035
es;a 10 minutos;positive;LOCATION;1036
es;a 15 minutos andando;positive;LOCATION;1037
es;a 15 minutos andando;positive;LOCATION;1037
it;15 minuti a piede;positive;LOCATION;1037
es;a 200 metro;positive;LOCATION;1038
es;a 30 segundos andando;positive;LOCATION;1039
es;a dos pasos;positive;LOCATION;1040
es;a pocos kilometros;positive;LOCATION;1041
es;a pocos metros;positive;LOCATION;1042
es;al aire libre;positive;LOCATION;1043
es;al lado de;positive;LOCATION;1044
es;bastante cerca;positive;LOCATION;1045
it;abbastanza vicino;positive;LOCATION;1045
es;caminando;positive;LOCATION;1046
es;cercanos al hotel;positive;LOCATION;1047
es;cinco minutos a pie;positive;LOCATION;1048
es;debajo del hotel hay;positive;LOCATION;1049
es;delante del hotel;positive;LOCATION;1050
es;dentro del hotel;positive;LOCATION;1051
es;en el medio;positive;LOCATION;1052
es;en medio del;positive;LOCATION;1052
es;en una zona tranquila;positive;LOCATION;1053
nl;in een rustige omgeving;positive;LOCATION;1053
es;está muy bien ubicado;positive;LOCATION;1054
es;estratégica;positive;LOCATION;1055
it;strategico;positive;LOCATION;1055
es;fácil de localizar;positive;LOCATION;1056
es;incluçia;positive;LOCATION;1057
es;invitacion;positive;LOCATION;1058
es;joven;positive;LOCATION;1059
fr;jeune;positive;LOCATION;1059
es;junto a;positive;LOCATION;1060
es;lo unico bueno;positive;LOCATION;1061
es;lugar curioso;positive;LOCATION;1062
es;más o menos céntrico;positive;LOCATION;1063
es;medium hora andando;positive;LOCATION;1064
es;muy bien ubicado;positive;LOCATION;1065
nl;mooi gelegen;positive;LOCATION;1065
es;tiene cerca;positive;LOCATION;1066
es;tiene cercanos;positive;LOCATION;1066
es;proxima;positive;LOCATION;1066
es;espectacularmente bien situado;strongpositive;LOCATION;1067
es;esta muy bien ubicado;strongpositive;LOCATION;1068
es;esta muy centrico;strongpositive;LOCATION;1069
es;esta muy cerca;strongpositive;LOCATION;1070
es;perfectamente ubicado;strongpositive;LOCATION;1071
es;super bien situado;strongpositive;LOCATION;1071
fr;bien situer géographiquement;positive;LOCATION;1072
fr;proche du centre ville;positive;LOCATION;1073
nl;dicht bij het centrum;positive;LOCATION;1073
fr;relativement proche du centre;positive;LOCATION;1074
it;100 mt di distanza;positive;LOCATION;1075
it;abbastanza centrale;positive;LOCATION;1076
it;appena fuori;positive;LOCATION;1077
it;bel posto;positive;LOCATION;1078
it;bella vista;positive;LOCATION;1079
nl;mooi uitzicht;positive;LOCATION;1079
it;buona posizione;positive;LOCATION;1080
it;comodamente raggiungibile dall' aeroporto;positive;LOCATION;1081
it;comodo per aeroporto;positive;LOCATION;1081
it;è centralissimo;positive;LOCATION;1082
it;facilmente raggiungibile;positive;LOCATION;1083
it;immediato vicinanza;positive;LOCATION;1084
it;nel centro della;positive;LOCATION;1085
it;nel cuore;positive;LOCATION;1085
it;posizione centrale;positive;LOCATION;1086
it;posizione comoda;positive;LOCATION;1087
it;posizione tranquilla;positive;LOCATION;1088
it;posto molto bello;positive;LOCATION;1089
it;vista spettacolare;positive;LOCATION;1090
it;con vista spettacolare;strongpositive;LOCATION;1090
it;vista impagabile;strongpositive;LOCATION;1090
nl;heeft een prachtig uitzicht;positive;LOCATION;1090
nl;goede uitvalsbasis;positive;LOCATION;1091
nl;lekker centraal gelegen;positive;LOCATION;1092
nl;lopend naar het centrum;positive;LOCATION;1093
nl;makkelijk dichtbij;positive;LOCATION;1094
nl;op wandelafstand;positive;LOCATION;1095
nl;veel barretjes vlak bij;positive;LOCATION;1096
nl;met perfecte ligging;strongpositive;LOCATION;1097
nl;op perfecte locatie;strongpositive;LOCATION;1097
nl;schitterend bosrijk gelegen;strongpositive;LOCATION;1098
nl;super plek;strongpositive;LOCATION;1099
de;an lauter Straße;negative;NOISE;1100
de;Baulärm;negative;NOISE;1101
de;dadurch kaum Straßenlärm;negative;NOISE;1102
de;defekt;negative;NOISE;1103
en;faulty;negative;NOISE;1103
it;difettoso;negative;NOISE;1103
nl;defecte;negative;NOISE;1103
de;etwas hellhörig;negative;NOISE;1104
nl;enigzins gehorig;negative;NOISE;1104
de;laut;negative;NOISE;1105
en;loud;negative;NOISE;1105
en;noisy;negative;NOISE;1105
es;ruidoso;negative;NOISE;1105
fr;bruyant;negative;NOISE;1105
it;rumoroso;negative;NOISE;1105
nl;enigzins luidruchtig;negative;NOISE;1106
fr;un peu bruyant;negative;NOISE;1106
de;zu laut;negative;NOISE;1107
de;hellhörig;strongnegative;NOISE;1108
de;kämpfen;strongnegative;NOISE;1109
de;Katastrophe;strongnegative;NOISE;1110
de;laut Beschallung;strongnegative;NOISE;1111
de;sehr hellhörig;strongnegative;NOISE;1112
de;sehr laut;strongnegative;NOISE;1112
en;very loud;strongnegative;NOISE;1112
fr;très bruyant;negative;NOISE;1112
fr;tres bruyant;strongnegative;NOISE;1112
it;molto rumoroso;strongnegative;NOISE;1112
nl;heel erg gehorig;strongnegative;NOISE;1112
nl;hele luide;strongnegative;NOISE;1112
nl;zeer gehorig;strongnegative;NOISE;1112
de;sehr laut;strongnegative;NOISE;1113
en;very loud;strongnegative;NOISE;1113
fr;très bruyant;negative;NOISE;1113
it;molto rumoroso;strongnegative;NOISE;1113
nl;hele luide;strongnegative;NOISE;1113
de;Super hellhörig;strongnegative;NOISE;1114
en;noise;negative;NOISE;1115
nl;lawaai;negative;NOISE;1115
es;ruido;negative;NOISE;1115
en;rather noisy;negative;NOISE;1116
en;a lot of noise;strongnegative;NOISE;1117
fr;énormément de bruit;strongnegative;NOISE;1117
it;molto rumore;strongnegative;NOISE;1117
nl;veel lawaai;negative;NOISE;1117
nl;ontzettend veel lawaai;strongnegative;NOISE;1117
en;extremely noisy;strongnegative;NOISE;1118
en;play very loud music;strongnegative;NOISE;1119
en;so loud;strongnegative;NOISE;1120
es;demasiado tranquila;negative;NOISE;1121
es;hacían mucho ruido;negative;NOISE;1122
fr;notamment des tramway bruyant;negative;NOISE;1123
it;che fa rumore;negative;NOISE;1124
nl;vooral gehorig;negative;NOISE;1125
nl;maakt ontzettend veel lawaai;strongnegative;NOISE;1126
nl;met herrie;strongnegative;NOISE;1127
fr;extrêment bruyant;negative;NOISE;1128
fr;trop bruyant;strongnegative;NOISE;1128
nl;uiterst gehorig;strongnegative;NOISE;1128
nl;uitzonderlijk gehorig;strongnegative;NOISE;1128
nl;wat een herrie;strongnegative;NOISE;1129
de;Lärm;negative;NOISE;1130
en;noise;negative;NOISE;1130
es;noche;positive;NOISE;1130
it;eccessivo;negative;NOISE;1130
it;rumorosita;negative;NOISE;1130
nl;lawaai;negative;NOISE;1130
de;bei geschlossen Fenster ruhig;positive;NOISE;1131
de;erholsam;positive;NOISE;1132
en;relaxing;positive;NOISE;1132
es;relajante;positive;NOISE;1132
fr;relaxant;positive;NOISE;1132
fr;reposant;positive;NOISE;1132
fr;reposer;positive;NOISE;1132
it;rilassare;positive;NOISE;1132
nl;ontspannende;positive;NOISE;1132
de;in eine ruhig Wohngegend;positive;NOISE;1133
de;keine Strassenlärm;positive;NOISE;1134
de;nicht hellhörig;positive;NOISE;1135
de;nicht wirklich störend;positive;NOISE;1136
de;ruhig Seitenstraße;positive;NOISE;1137
de;ruhig;positive;NOISE;1138
en;quiet;positive;NOISE;1138
es;tranquilo;positive;NOISE;1138
fr;calme;positive;NOISE;1138
it;tranquillo;positive;NOISE;1138
nl;rustig;positive;NOISE;1138
de;schnell;positive;NOISE;1139
de;zügig;positive;NOISE;1139
fr;rapide;positive;NOISE;1139
it;rapidissimo;strongpositive;NOISE;1139
nl;snel;positive;NOISE;1139
de;schon eher;positive;NOISE;1140
de;sehr ruhig;positive;NOISE;1141
de;wirklich ruhig;positive;NOISE;1141
en;very quiet;strongpositive;NOISE;1141
es;muy silenciosa;strongpositive;NOISE;1141
es;muy tranquila;strongpositive;NOISE;1141
es;muy tranquilo;strongpositive;NOISE;1141
fr;très calme;positive;NOISE;1141
fr;très silencieux;strongpositive;NOISE;1141
fr;très tranquille;strongpositive;NOISE;1141
it;molto tranquillo;positive;NOISE;1141
it;tranquillissimo;positive;NOISE;1141
nl;echt stil;strongpositive;NOISE;1141
nl;erg rustig;strongpositive;NOISE;1141
de;sehr ruhig;positive;NOISE;1142
en;very quiet;strongpositive;NOISE;1142
es;muy tranquilo;strongpositive;NOISE;1142
fr;très calme;positive;NOISE;1142
it;molto tranquillo;positive;NOISE;1142
de;wohltuend;positive;NOISE;1143
fr;avantageux;positive;NOISE;1143
de;absolut ruhig;strongpositive;NOISE;1144
de;für Rom sehr ruhig;strongpositive;NOISE;1145
de;richtig gut entspannen;strongpositive;NOISE;1146
de;sehr erholsam;strongpositive;NOISE;1147
en;very relaxing;strongpositive;NOISE;1147
es;muy relajante;strongpositive;NOISE;1147
es;muy relajantes;strongpositive;NOISE;1147
fr;tres reposer;strongpositive;NOISE;1147
de;sehr ruhig !;strongpositive;NOISE;1148
de;zu Relaxen sehr empfehlen;strongpositive;NOISE;1149
en;quite noisy;positive;NOISE;1150
en;relaxing;positive;NOISE;1151
es;relajante;positive;NOISE;1151
fr;relaxant;positive;NOISE;1151
es;apartado de cualquier ruido;positive;NOISE;1152
es;bastante relajante;positive;NOISE;1153
es;bastante tranquila;positive;NOISE;1154
fr;assez calme;positive;NOISE;1154
it;abbastanza tranquillo;positive;NOISE;1154
it;piuttosto tranquillo;positive;NOISE;1154
es;en una zona tranquila;positive;NOISE;1155
nl;in een rustige omgeving;positive;NOISE;1155
es;no había excesivo ruido;positive;NOISE;1156
es;no hay ruidos;positive;NOISE;1157
es;sin ningun ruido;positive;NOISE;1158
es;sin ruidos;positive;NOISE;1159
es;de absoluta tranquilidad;strongpositive;NOISE;1160
es;mucha tranquilidad.playa;strongpositive;NOISE;1161
es;relajamos muchísimo;strongpositive;NOISE;1162
es;super · relajante;strongpositive;NOISE;1163
es;súper cómodo;strongpositive;NOISE;1164
es;súper tranquilas;strongpositive;NOISE;1165
fr;idéal pour se détendre;positive;NOISE;1166
fr;insonorisation;positive;NOISE;1167
fr;le plus calme;positive;NOISE;1168
fr;n' être pas dérangeant;positive;NOISE;1169
fr;pas de bruit nocturne;positive;NOISE;1170
fr;peu bruyant;positive;NOISE;1171
fr;tâcher;positive;NOISE;1172
fr;tranquiles;positive;NOISE;1173
fr;un rue calme;positive;NOISE;1174
fr;ultra bruyant;strongpositive;NOISE;1175
it;atmosfera rilassante;positive;NOISE;1176
it;nella tranquillita';positive;NOISE;1177
it;particolarmente tranquillo;positive;NOISE;1178
it;posizione tranquillo;positive;NOISE;1179
it;si dormire tranquillo;positive;NOISE;1180
nl;geen geluidsoverlast;positive;NOISE;1181
nl;geen harde muziek;positive;NOISE;1182
nl;kunnen ontspannen;positive;NOISE;1183
nl;lekker rustig;positive;NOISE;1184
nl;mooie rustige;positive;NOISE;1185
nl;rust;positive;NOISE;1186
nl;rustige muziek;positive;NOISE;1187
nl;was lekker stil;positive;NOISE;1188
de;hochpreisig;negative;PRICE;1189
de;mäßig Qualität;negative;PRICE;1190
it;qualità mediocre;negative;PRICE;1190
nl;matige kwaliteit;negative;PRICE;1190
de;teuer;negative;PRICE;1191
en;expensive;negative;PRICE;1191
es;caro;negative;PRICE;1191
fr;cher;negative;PRICE;1191
nl;duur;negative;PRICE;1191
de;überbezahlen;negative;PRICE;1192
de;zu teuer;negative;PRICE;1193
en;too expensive;strongnegative;PRICE;1193
es;excesivamente caro;strongnegative;PRICE;1193
fr;trop cher;strongnegative;PRICE;1193
it;troppo costoso;strongnegative;PRICE;1193
nl;te duur;negative;PRICE;1193
de;zwar nicht günstig;negative;PRICE;1194
en;a cheap hotel;negative;PRICE;1195
en;bit pricey;negative;PRICE;1196
en;expensive option;negative;PRICE;1197
en;have not worth;negative;PRICE;1198
en;have to pay;negative;PRICE;1199
en;low budget room accommodation;negative;PRICE;1200
en;low value;negative;PRICE;1201
en;not cheap;negative;PRICE;1202
en;not free;negative;PRICE;1203
en;not worth;negative;PRICE;1204
en;nothing special;negative;PRICE;1205
es;nada del otro mundo;negative;PRICE;1205
it;niente di speciale;negative;PRICE;1205
it;nulla di speciale;negative;PRICE;1205
nl;niks bijzonders;negative;PRICE;1205
en;should be free;negative;PRICE;1206
en;spend the extra money;negative;PRICE;1207
en;very expensive;negative;PRICE;1208
es;muy caro;strongnegative;PRICE;1208
es;muy caros;strongnegative;PRICE;1208
fr;très cher;negative;PRICE;1208
fr;trés cher;negative;PRICE;1208
it;molto caro;strongnegative;PRICE;1208
nl;erg duur;strongnegative;PRICE;1208
en;never worth;strongnegative;PRICE;1209
en;really poor quality;strongnegative;PRICE;1210
en;totally overpriced;strongnegative;PRICE;1211
fr;à prix exhorbitant;strongnegative;PRICE;1211
nl;schrikbarend duur;strongnegative;PRICE;1211
es;pagas más;negative;PRICE;1212
es;reducido;negative;PRICE;1213
fr;reduite;negative;PRICE;1213
fr;réduire;negative;PRICE;1213
es;se tienen que pagar;negative;PRICE;1214
es;senzillo;negative;PRICE;1215
es;salidisimos;strongnegative;PRICE;1216
fr;briser;negative;PRICE;1217
it;costare di piu;negative;PRICE;1218
it;decisamente troppo caro;strongnegative;PRICE;1220
nl;geen 29,95 waard;negative;PRICE;1221
nl;allemaal geld kosten;negative;PRICE;1222
nl;bijbetalen;negative;PRICE;1223
de;.;positive;PRICE;1223
es;serviciales.;positive;PRICE;1223
es;juntas.;negative;PRICE;1223
fr;propre.;positive;PRICE;1223
it;ineccepibile.;positive;PRICE;1223
it;macchiati.;negative;PRICE;1223
nl;behulpzaam.;positive;PRICE;1223
nl;afgestompt.;negative;PRICE;1223
nl;dweilen.;negative;PRICE;1223
nl;cash betalen;negative;PRICE;1224
nl;extra betaald worden;negative;PRICE;1225
nl;geen 15 euro waard;negative;PRICE;1226
nl;gefopt;negative;PRICE;1227
nl;te betalen;negative;PRICE;1228
nl;tegen betaling;negative;PRICE;1229
nl;absoluut niets mag kosten;strongnegative;PRICE;1230
nl;nog geen stuiver waard;strongnegative;PRICE;1231
de;bei günstig Angebot ok;positive;PRICE;1232
de;deutlich Qualitätssprung nach vorn;positive;PRICE;1233
de;es wars wert;positive;PRICE;1234
de;gratis;positive;PRICE;1235
de;kostenlos;positive;PRICE;1235
en;free;positive;PRICE;1235
en;gratis;positive;PRICE;1235
es;gratuíto;positive;PRICE;1235
fr;gratuit;positive;PRICE;1235
it;gratuito;positive;PRICE;1235
nl;gratis;positive;PRICE;1235
de;gut Qualität;positive;PRICE;1236
de;gut und preiswert;positive;PRICE;1237
de;jede Euro wert;positive;PRICE;1238
de;kosten nichts extra;positive;PRICE;1239
de;kostenlos Nutzung;positive;PRICE;1240
de;mit kostenlos Handtuch;positive;PRICE;1241
de;mit viele Extra;positive;PRICE;1242
de;nicht zu teuer;positive;PRICE;1243
fr;pas trop cher;positive;PRICE;1243
de;nur @card@ € bezahlen;positive;PRICE;1244
de;ohne Aufpreis;positive;PRICE;1245
nl;zonder extra kosten;positive;PRICE;1245
de;ohne zusätzlich Kosten;positive;PRICE;1246
de;optimal;positive;PRICE;1247
nl;optimaal;strongpositive;PRICE;1247
de;preiswert;positive;PRICE;1248
en;cheap;positive;PRICE;1248
en;inexpensive;positive;PRICE;1248
es;barato;positive;PRICE;1248
fr;pas cher;positive;PRICE;1248
it;costa poco;positive;PRICE;1248
it;economico;positive;PRICE;1248
de;relativ preiswert;positive;PRICE;1249
de;verschieden Extra;positive;PRICE;1250
de;von gut Qulität;positive;PRICE;1251
de;hervorragend Qualität;strongpositive;PRICE;1252
de;qualitativ herausragend;strongpositive;PRICE;1252
nl;uitstekende kwaliteit;strongpositive;PRICE;1252
de;hoch Qualität;strongpositive;PRICE;1253
en;a good budget;positive;PRICE;1254
en;affordable;positive;PRICE;1255
es;asequible;positive;PRICE;1255
fr;abordable;positive;PRICE;1255
nl;betaalbaar;positive;PRICE;1255
en;budget;positive;PRICE;1256
en;good quality;positive;PRICE;1257
es;buena calidad;positive;PRICE;1257
en;quite cheap;positive;PRICE;1258
en;very cheap;strongpositive;PRICE;1258
fr;tres bon marché;strongpositive;PRICE;1258
it;abbastanza economico;positive;PRICE;1258
nl;heel goedkoop;strongpositive;PRICE;1258
en;serve cheap carlsberg;positive;PRICE;1259
en;the cheapest;positive;PRICE;1260
en;incredibly cheap;strongpositive;PRICE;1261
es;buenos precios;positive;PRICE;1262
es;es gratis;positive;PRICE;1263
es;es sin cargo;positive;PRICE;1264
es;precioso;positive;PRICE;1265
es;sin cargo;positive;PRICE;1266
nl;geen last;positive;PRICE;1266
es;sin coste;positive;PRICE;1267
es;son preciosas;strongpositive;PRICE;1268
fr;activité gratuit;positive;PRICE;1269
fr;avec un animation gratuit;positive;PRICE;1270
fr;coffre gratuit;positive;PRICE;1271
fr;service de grand qualité;strongpositive;PRICE;1272
fr;spatieuses;strongpositive;PRICE;1273
fr;sublime;strongpositive;PRICE;1274
it;sublime;strongpositive;PRICE;1274
it;comprendere;positive;PRICE;1275
it;nella hall gratuito;positive;PRICE;1276
it;ottimo rapporto qualità prezzo;positive;PRICE;1277
nl;doch kwaliteit goed;positive;PRICE;1278
nl;prima kwaliteit;positive;PRICE;1279
nl;wifi tegenwoordig gratis !;positive;PRICE;1280
nl;zonder extra kosten;positive;PRICE;1281
de;geräumig;positive;SIZE;1282
de;reichlich;positive;SIZE;1282
en;ample;positive;SIZE;1282
en;spacious;positive;SIZE;1282
es;amplio;positive;SIZE;1282
fr;spacieux;positive;SIZE;1282
it;ampio;positive;SIZE;1282
it;spazioso;positive;SIZE;1282
nl;ruim;positive;SIZE;1282
de;groß;positive;SIZE;1283
en;big;positive;SIZE;1283
en;great;positive;SIZE;1283
en;large;positive;SIZE;1283
es;gran;positive;SIZE;1283
es;grande;positive;SIZE;1283
fr;grand;positive;SIZE;1283
it;grande;positive;SIZE;1283
nl;groot;positive;SIZE;1283
nl;grote;positive;SIZE;1283
de;ziemlich groß;strongpositive;SIZE;1284
en;quite large;positive;SIZE;1284
es;bastante grande;positive;SIZE;1284
it;parecchio grande;positive;SIZE;1284
en;big enough;positive;SIZE;1285
fr;assez grand;positive;SIZE;1285
it;abbastanza grande;positive;SIZE;1285
nl;groot genoeg;positive;SIZE;1285
en;enough space;positive;SIZE;1286
en;very spacious;strongpositive;SIZE;1287
es;muy espacioso;strongpositive;SIZE;1287
es;muy grande;positive;SIZE;1288
it;molto grande;positive;SIZE;1288
nl;zeer ruim;strongpositive;SIZE;1288
de;klein;positive;SIZE;1289
de;sehr klein;negative;SIZE;1289
de;winzig;negative;SIZE;1289
en;small;positive;SIZE;1289
en;little;negative;SIZE;1289
en;tiny;strongnegative;SIZE;1289
en;very small;strongnegative;SIZE;1289
en;very tiny;strongnegative;SIZE;1289
es;pequeño;positive;SIZE;1289
fr;petit;positive;SIZE;1289
fr;minuscule;negative;SIZE;1289
fr;très petit;negative;SIZE;1289
it;molto piccolo;negative;SIZE;1289
it;piccolo;negative;SIZE;1289
nl;klein;positive;SIZE;1289
nl;kleine;negative;SIZE;1289
de;eng;negative;SIZE;1290
en;narrow;negative;SIZE;1290
en;quite tiny;negative;SIZE;1291
fr;tout petit;negative;SIZE;1291
en;too huge;negative;SIZE;1292
de;eine angenehm Größe;positive;SIZE;1294
de;einigermaßen groß;positive;SIZE;1295
de;für klein;positive;SIZE;1296
de;für unser Anspruch ausreichend;positive;SIZE;1297
de;genügend groß;positive;SIZE;1298
de;groß genug;positive;SIZE;1299
en;big enough;positive;SIZE;1299
fr;assez grand;positive;SIZE;1299
it;abbastanza grande;positive;SIZE;1299
nl;groot genoeg;positive;SIZE;1299
de;immer eine Platz finden;positive;SIZE;1300
de;mittelgroß;positive;SIZE;1301
de;relativ groß;positive;SIZE;1302
de;schön klein;positive;SIZE;1303
de;sein geräumig;positive;SIZE;1304
es;son amplias;positive;SIZE;1304
de;sein groß;positive;SIZE;1305
de;sein toll;positive;SIZE;1305
es;es grande;positive;SIZE;1305
de;sein super;positive;SIZE;1306
nl;was geweldig;strongpositive;SIZE;1306
de;vergleichsweise groß;positive;SIZE;1307
de;völlig ausreichend;positive;SIZE;1308
de;zwar recht groß;positive;SIZE;1309
de;sehr geräumig;strongpositive;SIZE;1310
en;quite spacious;positive;SIZE;1310
en;very spacious;strongpositive;SIZE;1310
es;bastante amplias;positive;SIZE;1310
es;bastante espaciosa;positive;SIZE;1310
es;bastante espaciosas;positive;SIZE;1310
es;son bastante espaciosas;positive;SIZE;1310
es;muy espacioso;strongpositive;SIZE;1310
es;muy espaciosos;strongpositive;SIZE;1310
fr;assez spacieux;positive;SIZE;1310
fr;suffisament spacieux;positive;SIZE;1310
fr;très spacieux;strongpositive;SIZE;1310
fr;trés spacieux;strongpositive;SIZE;1310
it;abbastanza spazioso;positive;SIZE;1310
it;molto spazioso;positive;SIZE;1310
nl;ruim genoeg;positive;SIZE;1310
nl;heel ruim;strongpositive;SIZE;1310
nl;hele ruime;strongpositive;SIZE;1310
nl;zeer ruim opgezet;strongpositive;SIZE;1310
en;enough space;positive;SIZE;1311
en;larger;positive;SIZE;1312
en;minimal;positive;SIZE;1313
nl;minimaal;strongnegative;SIZE;1313
en;such a huge;positive;SIZE;1314
es;era amplia;positive;SIZE;1315
es;era pequeno;positive;SIZE;1316
es;súper amplias;strongpositive;SIZE;1317
fr;grand espace;positive;SIZE;1318
fr;pas assez grand;positive;SIZE;1319
fr;plutot grand;positive;SIZE;1320
it;piuttosto alto;negative;SIZE;1320
it;abbastanza largo;positive;SIZE;1321
it;adeguatamente spazioso;positive;SIZE;1322
it;bello spaziose;positive;SIZE;1323
it;grandezza sufficiente;positive;SIZE;1324
it;non essere troppo piccolo;positive;SIZE;1325
it;non piccolo;positive;SIZE;1326
nl;lekker groot;positive;SIZE;1327
nl;meer dan ruim genoeg;positive;SIZE;1328
nl;meer dan voldoende ruimte;positive;SIZE;1329
nl;met ruime kamers;positive;SIZE;1330
nl;midden op het plein;positive;SIZE;1331
nl;mooi groot;positive;SIZE;1332
nl;ruime bedden;positive;SIZE;1333
nl;voldoende groot;positive;SIZE;1334
nl;was ruim;positive;SIZE;1335
nl;was schoon genoeg;positive;SIZE;1336
nl;was wel redelijk ruim;positive;SIZE;1337
nl;zijn groot genoeg;positive;SIZE;1338
nl;zijn heel ruim;strongpositive;SIZE;1339
de;ebenfalls klein;negative;SIZE;1340
de;leider zu klein;negative;SIZE;1341
de;recht klein;negative;SIZE;1342
de;sehr klein;negative;SIZE;1343
de;zu klein;negative;SIZE;1344
de;viel zu klein;strongnegative;SIZE;1344
de;viele zu klein;strongnegative;SIZE;1344
en;too small;strongnegative;SIZE;1344
fr;trop exigu;negative;SIZE;1344
nl;te klein;negative;SIZE;1344
nl;te kleine;negative;SIZE;1344
nl;veel te klein;strongnegative;SIZE;1344
nl;veel te kleine;strongnegative;SIZE;1344
de;zwar etwas klein;negative;SIZE;1345
es;con poco espacio;negative;SIZE;1345
de;zwar sehr groß;negative;SIZE;1346
de;extrem klein;strongnegative;SIZE;1347
de;indiskutabel klein;strongnegative;SIZE;1348
de;noch kleiner;strongnegative;SIZE;1349
en;even smaller;negative;SIZE;1349
de;sehr klein;strongnegative;SIZE;1350
es;es muy pequeño;strongnegative;SIZE;1350
de;sehr sehr klein;strongnegative;SIZE;1351
it;molto molto piccolo;strongnegative;SIZE;1351
de;viel zu wenige;strongnegative;SIZE;1352
en;a bit small;negative;SIZE;1353
it;uno pochino piccolo;negative;SIZE;1353
fr;un peux petit;negative;SIZE;1353
fr;un peu minuscule;negative;SIZE;1353
fr;peu petit;negative;SIZE;1353
fr;relativement petit;negative;SIZE;1353
es;un poco pequeña;negative;SIZE;1353
fr;un peu petit;negative;SIZE;1353
it;uno po ' piccolina;negative;SIZE;1353
it;uno po ' piccoline;negative;SIZE;1353
it;uno po piccolo;negative;SIZE;1353
de;relativ klein;negative;SIZE;1353
de;eher klein;negative;SIZE;1353
nl;wat klein;negative;SIZE;1353
nl;wel klein;negative;SIZE;1353
nl;wel kleine;negative;SIZE;1353
nl;wel wat klein;negative;SIZE;1353
nl;redelijk klein;negative;SIZE;1353
en;anything but grand !;negative;SIZE;1354
en;be not big;negative;SIZE;1355
en;could have been bigger;negative;SIZE;1356
en;even tinier;negative;SIZE;1357
en;little small;negative;SIZE;1358
en;not big;negative;SIZE;1359
en;not great;negative;SIZE;1359
en;not large;negative;SIZE;1359
fr;pas super;negative;SIZE;1359
it;non molto grande;negative;SIZE;1359
it;non ottimo;negative;SIZE;1359
nl;niet groot;negative;SIZE;1359
en;on the small side;negative;SIZE;1360
en;on the smaller side;negative;SIZE;1360
nl;aan de kleine kant;negative;SIZE;1360
en;so small;negative;SIZE;1361
en;too huge;negative;SIZE;1362
en;super small;strongnegative;SIZE;1363
nl;super klein;strongnegative;SIZE;1363
en;unbelievable small;strongnegative;SIZE;1364
es;aunque pequeño;negative;SIZE;1365
es;es pequeño;negative;SIZE;1366
es;es poco amplio;negative;SIZE;1367
es;mis expectativas eran mayores;negative;SIZE;1368
